Fbtid,chromosome,start,end,name,length,fam_length,gapRate,seqID,divergence,family,gc
FBti0019861,2L,22251245,22252270,1360{}548,1026,3409,70.09%,91.48%,0.022998,1360,31.8572372769332
FBti0063541,4,1215358,1215502,1360{}5480,145,3409,95.75%,91.72%,9.50E-07,1360,34.1884328358209
FBti0019864,2L,22263134,22264223,1360{}551,1090,3409,68.33%,92.79%,0.016661,1360,46.5695792880259
FBti0063672,2L,5804280,5804315,1360{}5611,36,3409,99.06%,96.88%,1.00E-10,1360,42.1130221130221
FBti0063739,2R,1553741,1553947,1360{}5678,207,3409,93.99%,88.29%,0.102403,1360,38.3952855847688
FBti0063740,2R,1626053,1626420,1360{}5679,368,3409,89.88%,85.30%,0.0801924,1360,35.7414448669202
FBti0063741,2R,1697734,1697770,1360{}5680,37,3409,98.91%,89.19%,4.00E-10,1360,35.4616895874263
FBti0063749,3R,14932598,14932627,1360{}5688,30,3409,99.12%,100.00%,1.00E-10,1360,38.6397240019714
FBti0019876,2L,22338411,22339516,1360{}569,1106,3409,68.02%,93.69%,0.016116,1360,36.0180412371134
FBti0063783,3R,15474573,15474669,1360{}5722,97,3409,97.15%,88.66%,0.0584415,1360,44.9904580152672
FBti0019262,2L,22348958,22350044,1360{}573,1087,3409,68.58%,89.95%,0.05171,1360,39.1445236552171
FBti0063942,3L,23450147,23450419,1360{}5881,273,3409,92.09%,85.19%,0.147193,1360,38.9524647887324
FBti0063945,3L,23463938,23464130,1360{}5884,193,3409,94.34%,93.78%,9.57E-05,1360,38.3211678832117
FBti0063947,3L,23481366,23482466,1360{}5886,1101,3409,67.86%,93.16%,0.006773,1360,36.0967741935484
FBti0063949,3L,23487946,23489029,1360{}5888,1084,3409,69.01%,95.01%,0.027002,1360,34.2310188189487
FBti0063951,3L,23519624,23520733,1360{}5890,1110,3409,67.71%,93.47%,0.013396,1360,36.8404118404118
FBti0063953,3L,23574995,23576082,1360{}5892,1088,3409,68.43%,93.98%,0.01321,1360,33.5061568373299
FBti0063955,3L,23582569,23582947,1360{}5894,379,3409,89.40%,85.40%,0.167591,1360,33.9495798319328
FBti0063957,X,911979,912137,1360{}5896,159,3409,95.43%,90.38%,0.133871,1360,40.9638554216867
FBti0064081,2R,829109,829371,1360{}6020,263,3409,92.41%,79.15%,0.229837,1360,39.6993810786914
FBti0064083,2R,874118,874180,1360{}6022,63,3409,98.18%,88.71%,0.000426156,1360,44.6168768186227
FBti0064097,2R,916286,916446,1360{}6036,161,3409,95.43%,83.33%,0.23955,1360,40.6944444444444
FBti0064130,4,390608,391624,1360{}6069,1017,3409,73.47%,85.45%,0.103886,1360,34.5490716180371
FBti0064132,4,451897,451965,1360{}6071,69,3409,98.01%,82.35%,0.0244109,1360,36.7021276595745
FBti0064134,4,476786,476892,1360{}6073,107,3409,96.86%,95.33%,1.00E-10,1360,36.2298195631529
FBti0064152,4,532086,532143,1360{}6091,58,3409,98.30%,98.28%,0.0298534,1360,33.3009236752552
FBti0064153,4,547792,547832,1360{}6092,41,3409,98.80%,85.37%,0.000153969,1360,40.1470588235294
FBti0064160,X,21025764,21025892,1360{}6099,129,3409,96.31%,84.92%,1.00E-10,1360,38.0169172932331
FBti0019896,2R,914297,915039,1360{}610,743,3409,78.60%,88.11%,0.073353,1360,37.563822027717
FBti0064172,X,21036910,21037038,1360{}6111,129,3409,96.31%,84.92%,1.23E-06,1360,37.640977443609
FBti0064253,2R,1827557,1827592,1360{}6192,36,3409,99.00%,94.12%,2.90E-09,1360,39.8525798525799
FBti0064309,2R,1928840,1928898,1360{}6248,59,3409,98.27%,86.44%,0.257517,1360,35.2283770651118
FBti0019902,2R,1148369,1149742,1360{}636,1374,3409,70.20%,93.26%,0.001829,1360,33.1455677438482
FBti0019905,2R,1196619,1199002,1360{}644,2384,3409,43.18%,77.75%,0.270381,1360,31.8275154004107
FBti0019916,2R,1289227,1290425,1360{}661,1199,3409,65.11%,93.12%,0.022137,1360,33.4271419637273
FBti0019917,2R,1312916,1313984,1360{}666,1069,3409,69.06%,91.68%,0.05646,1360,36.2125162972621
FBti0019920,2R,1417538,1418668,1360{}676,1131,3409,67.68%,91.43%,0.047682,1360,33.9297124600639
FBti0019922,2R,1441211,1441651,1360{}680,441,3409,87.26%,95.63%,0.028963,1360,38.7704918032787
FBti0019937,2R,1518216,1518656,1360{}700,441,3409,87.26%,95.40%,2.25E-06,1360,40
FBti0019939,2R,1524054,1525141,1360{}702,1088,3409,68.85%,89.33%,0.068347,1360,40.1684483317136
FBti0019275,2R,2146492,2147587,1360{}709,1096,3409,68.85%,94.02%,0.020569,1360,42.6494345718901
FBti0019969,2R,2350577,2356778,1360{}747,6202,3409,56.68%,77.76%,0.257462,1360,34.6177295451774
FBti0019595,X,6651324,6652489,1360{}76,1166,3409,69.29%,80.65%,0.228575,1360,39.0521327014218
FBti0019978,2R,4453594,4454485,1360{}780,892,3409,74.09%,94.69%,0.002266,1360,41.4389484607402
FBti0019279,2R,5893411,5894515,1360{}795,1105,3409,67.78%,94.09%,0.00091,1360,38.0476804123711
FBti0019992,2R,10384949,10386054,1360{}829,1106,3409,67.79%,94.27%,0.01214,1360,39.3236714975845
FBti0019993,2R,11260047,11260742,1360{}835,696,3409,79.97%,90.95%,0.043062,1360,33.2838589981447
FBti0020017,3L,1485765,1486871,1360{}906,1107,3409,67.80%,95.18%,0,1360,44.1081777205409
FBti0020018,3L,1490339,1491012,1360{}907,674,3409,80.47%,92.05%,0.004545,1360,38.6831275720165
FBti0019613,X,9995847,9996852,1360{}94,1006,3409,70.72%,94.30%,0.01092,1360,33.5108153078203
FBti0019494,4,632995,634054,1360{}Eph[1520],1060,3409,69.14%,93.17%,0.024347,1360,33.6057535142203
FBti0020414,4,323300,324397,1360{}Syt7[1502],1098,3409,67.98%,93.32%,0.004496,1360,34.807878592186
FBti0019472,4,73579,74622,1360{}ci[1482],1044,3409,69.72%,92.66%,0.025913,1360,33.6181399934275
FBti0020405,4,62140,62884,1360{}plexB[1481],745,3409,78.36%,89.45%,0.054932,1360,35.0218658892128
FBti0020174,3L,20320879,20327890,17.6{}1063,7012,7439,9.25%,99.04%,0.00608,17.6,32.7524972253052
FBti0020227,3L,23065381,23072702,17.6{}1116,7322,7439,5.26%,99.04%,0.003576,17.6,35.1319459343488
FBti0019299,3R,828107,834858,17.6{}1213,6752,7439,10.51%,99.60%,0.001347,17.6,35.7102045480516
FBti0019053,X,14198170,14204323,17.6{}125,6154,7439,18.81%,99.67%,0.000309,17.6,34.5394333374218
FBti0019354,3R,6629950,6637424,17.6{}1287,7475,7439,1.20%,99.61%,0.000964,17.6,35.4232636689888
FBti0059975,2R,882674,883236,17.6{}1914,563,7439,92.50%,79.39%,0,17.6,39.9687743950039
FBti0060121,2L,22214712,22214883,17.6{}2060,172,7439,97.73%,84.62%,0.14954,17.6,37.292817679558
FBti0060473,X,21405533,21406861,17.6{}2412,1329,7439,83.14%,98.58%,0.006221,17.6,36.0877403846154
FBti0060705,2L,22269091,22269202,17.6{}2644,112,7439,98.51%,76.58%,0,17.6,33.2701421800948
FBti0060995,3L,23707285,23707449,17.6{}2934,165,7439,97.78%,83.64%,1.00E-05,17.6,38.2624768946396
FBti0061074,3L,23817949,23825333,17.6{}3013,7385,7439,5.38%,99.31%,0.002401,17.6,34.7826086956522
FBti0019563,X,3647508,3655005,17.6{}44,7498,7439,0.79%,99.84%,0.000269,17.6,34.2739812572391
FBti0062476,X,22381115,22381605,17.6{}4415,491,7439,93.84%,83.04%,1.00E-05,17.6,37.2588424437299
FBti0063581,2L,21715556,21715716,17.6{}5520,161,7439,97.86%,87.42%,0.10888,17.6,38.9351851851852
FBti0064268,2R,1789718,1797219,17.6{}6207,7502,7439,0.92%,99.80%,0.000269,17.6,34.4911061993474
FBti0018861,2R,5614174,5621667,17.6{}790,7494,7439,0.73%,99.65%,0.001347,17.6,35.5314442220584
FBti0018862,2R,6835588,6843081,17.6{}804,7494,7439,1.03%,99.87%,0.000404,17.6,35.6157168439903
FBti0020019,3L,1506054,1513593,17.6{}908,7540,7439,1.39%,99.81%,0.000269,17.6,37.0793584233148
FBti0020086,3L,10053267,10060788,17.6{}975,7522,7439,1.10%,99.62%,0.001481,17.6,35.2694044743199
FBti0020090,3L,11257619,11264513,17.6{}979,6895,7439,8.88%,99.85%,0,17.6,35.1360467731055
FBti0019679,X,21345484,21345794,1731{}207,311,4648,93.31%,97.43%,0.00322,1731,41.8614718614719
FBti0060161,X,21399294,21399430,1731{}2100,137,4648,97.34%,75.81%,0.03488,1731,41.3857677902622
FBti0060279,2R,2204690,2204892,1731{}2218,203,4648,95.92%,72.11%,0.25959,1731,42.4159854677566
FBti0060280,2R,2234454,2239101,1731{}2219,4648,4648,0.21%,99.05%,0.000646,1731,42.1844441101249
FBti0060292,3L,10661618,10661652,1731{}2231,35,4648,99.29%,93.94%,0.0626,1731,41.3470993117011
FBti0060404,2R,2326405,2326541,1731{}2343,137,4648,97.38%,78.69%,0,1731,43.0243445692884
FBti0061162,2R,975013,975304,1731{}3101,292,4648,93.95%,71.99%,0.23044,1731,41.5539065910083
FBti0061329,X,21959846,21961699,1731{}3268,1854,4648,63.60%,71.53%,0.11263,1731,37.0005189413596
FBti0061810,X,22155215,22157158,1731{}3749,1944,4648,62.09%,72.68%,0.09852,1731,36.4789446981228
FBti0063442,2L,20981688,20981725,1731{}5381,38,4648,99.18%,89.47%,0.14261,1731,43.762278978389
FBti0063690,2L,6966272,6966342,1731{}5629,71,4648,98.54%,82.35%,0.2215,1731,41.5458937198068
FBti0063807,3L,23311294,23311428,1731{}5746,135,4648,97.23%,71.32%,0.24884,1731,40.1593252108716
FBti0020325,3R,4724499,4729146,1731{}pyd[1272],4648,4648,0.21%,99.10%,0.000646,1731,42.8764856326162
FBti0020126,3L,16609665,16614935,297{}1015,5271,6995,24.85%,99.41%,0,297,34.1403026134801
FBti0019623,X,11134585,11134998,297{}104,414,6995,94.13%,99.51%,1.00E-10,297,41.3593037712391
FBti0019628,X,11527505,11534517,297{}109,7013,6995,0.46%,99.41%,0,297,34.7869507323569
FBti0020216,3L,22973924,22974808,297{}1105,885,6995,88.26%,84.06%,0.11258,297,35.5755894590846
FBti0020218,3L,22983017,22989933,297{}1107,6917,6995,1.34%,99.35%,0,297,33.4342754598475
FBti0019052,X,14051681,14057280,297{}124,5600,6995,20.15%,99.34%,0.000537,297,34.741413343861
FBti0019333,3R,3916315,3919734,297{}1261,3420,6995,51.26%,99.33%,0.000355,297,36.2613028233991
FBti0019341,3R,4694572,4698358,297{}1269,3787,6995,46.08%,99.44%,0,297,34.0995506394746
FBti0019349,3R,6022729,6028658,297{}1282,5930,6995,15.44%,99.32%,0.000506,297,34.8719889015008
FBti0019353,3R,6167388,6174304,297{}1286,6917,6995,1.34%,99.36%,0.000145,297,34.5446388515029
FBti0019356,3R,6891362,6896962,297{}1289,5601,6995,20.13%,99.41%,0.000179,297,35.3947368421053
FBti0019434,3R,22041552,22047432,297{}1424,5881,6995,16.11%,99.40%,0.00017,297,34.3908629441624
FBti0019445,3R,23701477,23708474,297{}1440,6998,6995,0.27%,99.38%,0.000573,297,34.5076683707491
FBti0019078,X,17787685,17790413,297{}153,2729,6995,61.15%,99.41%,0.001102,297,35.4695431472081
FBti0059648,2L,22307392,22311147,297{}1587,3756,6995,48.94%,85.17%,0.094958,297,31.3585823488534
FBti0059706,3R,4723998,4732104,297{}1645,8107,6995,37.70%,83.66%,0.187773,297,39.7684543835345
FBti0059707,X,21406870,21423969,297{}1646,17100,6995,62.98%,86.70%,0.15167,297,35.4330296366112
FBti0059782,X,18648425,18652032,297{}1721,3608,6995,50.24%,98.33%,0.010912,297,35.3601997146933
FBti0019648,X,19927404,19930966,297{}176,3563,6995,49.21%,99.41%,0,297,37.8101402373247
FBti0059983,X,3557011,3557208,297{}1922,198,6995,97.23%,90.72%,1.00E-10,297,36.3222576240328
FBti0060428,3L,23780819,23781142,297{}2367,324,6995,95.41%,90.03%,0.0703707,297,38.1567614125754
FBti0060431,3L,23792969,23793922,297{}2370,954,6995,86.73%,83.57%,1.00E-10,297,36.9329722410291
FBti0060432,3L,23804166,23804330,297{}2371,165,6995,97.66%,85.98%,0.173567,297,43.0221811460259
FBti0019734,X,21978503,21978808,297{}262,306,6995,95.74%,89.60%,0.0131799,297,33.1597222222222
FBti0019735,X,22022378,22028588,297{}263,6211,6995,11.40%,99.34%,0,297,32.6674786845311
FBti0060717,3L,22716259,22716671,297{}2656,413,6995,94.37%,91.39%,0.0510383,297,33.8723051409619
FBti0019744,X,22140435,22140884,297{}272,450,6995,94.13%,90.07%,0.0621941,297,37.5816993464052
FBti0019745,X,22173397,22176630,297{}273,3234,6995,53.91%,99.26%,0.000461,297,35.6324035154757
FBti0060827,2R,529213,537544,297{}2766,8332,6995,32.18%,74.20%,0.356513,297,33.3462394734295
FBti0060885,2R,676381,679722,297{}2824,3342,6995,55.39%,81.15%,0.121033,297,34.8998314922299
FBti0060920,2R,887480,889178,297{}2859,1699,6995,76.54%,84.26%,0.09468,297,38.9129259058951
FBti0019749,2L,2565593,2571603,297{}294,6011,6995,14.28%,99.38%,0.0005,297,37.3533083645443
FBti0019750,2L,2772653,2779175,297{}296,6523,6995,7.02%,99.40%,0,297,34.5810842525229
FBti0019135,2L,7977135,7984051,297{}323,6917,6995,1.34%,99.38%,0,297,34.5670704351727
FBti0061315,2R,393786,394994,297{}3254,1209,6995,83.08%,85.93%,0.109149,297,35.8790523690773
FBti0061316,2R,447590,447789,297{}3255,200,6995,97.23%,88.14%,0.134043,297,33.6516598453843
FBti0061323,2R,570783,570965,297{}3262,183,6995,97.46%,71.35%,0.0263584,297,31.6223648029331
FBti0019754,2L,8594520,8601516,297{}327,6997,6995,0.20%,99.40%,0.000286,297,34.2596709648733
FBti0019756,2L,10876598,10883596,297{}338,6999,6995,0.26%,99.38%,0.000143,297,35.3967548344076
FBti0019758,2L,12067385,12074379,297{}346,6995,6995,0.23%,99.40%,0.00043,297,33.7447187013565
FBti0061546,4,990919,991038,297{}3485,120,6995,98.30%,88.24%,0.105297,297,32.1378008494573
FBti0061636,2R,1291733,1292221,297{}3575,489,6995,93.12%,79.88%,0.193008,297,41.8006430868167
FBti0019762,2L,15586465,15593459,297{}376,6995,6995,0.23%,99.38%,0.00043,297,35.2901934623082
FBti0061866,3L,23102739,23103042,297{}3805,304,6995,95.95%,82.75%,0.108074,297,43.2232841007819
FBti0061868,3L,23212781,23212897,297{}3807,117,6995,98.34%,91.38%,0.042151,297,41.5406427221172
FBti0019184,2L,16153791,16160787,297{}388,6997,6995,0.23%,99.40%,0.000716,297,34.7265451311694
FBti0062100,4,1203910,1204036,297{}4039,127,6995,98.20%,88.10%,0.0698323,297,33.0197554092192
FBti0062103,4,1241948,1244822,297{}4042,2875,6995,60.55%,91.69%,0.060497,297,30.2831350020517
FBti0019201,2L,19147425,19154402,297{}407,6978,6995,0.47%,99.35%,0,297,35.4421920249499
FBti0062349,X,22296987,22297088,297{}4288,102,6995,98.57%,90.00%,0.0608045,297,37.6666666666667
FBti0062350,X,22303549,22303818,297{}4289,270,6995,96.20%,86.84%,1.05E-05,297,35.2863436123348
FBti0062351,X,22327893,22328024,297{}4290,132,6995,98.13%,93.13%,0.0243223,297,36.7260787992495
FBti0062352,X,22348683,22358364,297{}4291,9682,6995,50.67%,91.23%,0.036335,297,35.8989726027397
FBti0062353,X,22371493,22381102,297{}4292,9610,6995,54.33%,86.82%,0.095692,297,37.8811369509044
FBti0062681,3L,23259033,23260937,297{}4620,1905,6995,81.02%,77.04%,0.169818,297,33.7090163934426
FBti0062683,3L,23261679,23261995,297{}4622,317,6995,95.56%,86.17%,0.0725885,297,31.9516407599309
FBti0062696,3L,23791797,23794934,297{}4635,3138,6995,60.41%,76.93%,0.209103,297,39.0229661346828
FBti0019567,X,4051980,4058957,297{}48,6978,6995,0.47%,99.35%,0,297,35.1230923471093
FBti0019237,2L,21730008,21737572,297{}518,7565,6995,52.91%,84.87%,0.158524,297,33.1764951902969
FBti0019242,2L,22110989,22112992,297{}527,2004,6995,75.31%,84.23%,0.115297,297,33.5164835164835
FBti0063510,2L,21715290,21715375,297{}5449,86,6995,98.79%,84.71%,2.00E-10,297,37.392138063279
FBti0063914,3L,23506118,23506757,297{}5853,640,6995,91.49%,74.46%,0.010336,297,31.5011372251706
FBti0019525,X,706355,711928,297{}6,5574,6995,20.49%,99.35%,0.000899,297,35.5605440380298
FBti0064133,X,21028582,21028954,297{}6072,373,6995,94.79%,81.10%,0.120692,297,39.8819561551433
FBti0019580,X,5283850,5286896,297{}61,3047,6995,56.58%,99.41%,0,297,35.1565596512089
FBti0064227,2L,22077030,22077123,297{}6166,94,6995,98.69%,88.04%,0.090865,297,35.9598853868195
FBti0019591,X,6339391,6345091,297{}72,5701,6995,18.68%,99.35%,0.000399,297,35.2207792207792
FBti0019975,2R,3149747,3156742,297{}766,6996,6995,0.21%,99.40%,0.000143,297,36.7092829349639
FBti0019977,2R,3994550,4001072,297{}774,6523,6995,7.02%,99.40%,0,297,34.8861769537667
FBti0018865,2R,6867214,6867626,297{}805,413,6995,94.14%,99.51%,1.00E-10,297,37.5621890547264
FBti0018866,2R,10972539,10979530,297{}832,6992,6995,0.24%,99.38%,0.000143,297,35.0795239684129
FBti0018867,2R,13685966,13686379,297{}845,414,6995,94.13%,99.51%,1.00E-10,297,37.0907583920431
FBti0018868,2R,19765306,19765719,297{}879,414,6995,94.13%,99.51%,2.83E-07,297,40.1408450704225
FBti0020008,3L,402740,409735,297{}897,6996,6995,0.21%,99.38%,0.000143,297,34.9082823790995
FBti0019611,X,9692611,9699605,297{}92,6995,6995,0.20%,99.40%,0.000286,297,34.5341338670225
FBti0019612,X,9989251,9995125,297{}93,5875,6995,16.20%,99.32%,0.00034,297,33.5788671577343
FBti0020048,3L,6328165,6328578,297{}937,414,6995,94.13%,99.51%,1.00E-10,297,40.1160381268131
FBti0020059,3L,7370471,7373518,297{}948,3048,6995,56.61%,99.41%,0,297,37.7650089161878
FBti0020061,3L,7786867,7793861,297{}950,6995,6995,0.20%,99.43%,7.90E-05,297,34.4563042028019
FBti0019617,X,10419159,10426154,297{}98,6996,6995,0.21%,99.38%,0.000143,297,33.6964980544747
FBti0020201,3L,22092831,22098958,3S18{}1090,6128,6126,0.03%,99.87%,0,3S18,47.612601525966
FBti0019649,X,19994021,19997025,3S18{}177,3005,6126,51.87%,85.68%,0.154921,3S18,46.2230215827338
FBti0019655,X,20252841,20254240,3S18{}183,1400,6126,77.67%,86.68%,0.05362,3S18,43.5294117647059
FBti0059931,3L,23480953,23481208,3S18{}1870,256,6126,95.99%,72.76%,0.05362,3S18,34.7960992907801
FBti0060983,2R,963988,966128,3S18{}2922,2141,6126,68.65%,74.00%,0.303882,3S18,37.7536231884058
FBti0061050,3L,23734678,23735457,3S18{}2989,780,6126,87.91%,77.58%,0.15234,3S18,35.7451403887689
FBti0019554,X,3309106,3315232,3S18{}35,6127,6126,0.02%,99.95%,0.000163,3S18,44.8929362539995
FBti0062015,3L,5112360,5115156,3S18{}3954,2797,6126,54.34%,99.96%,0,3S18,45.8715596330275
FBti0062016,3L,5108468,5112349,3S18{}3955,3882,6126,36.63%,99.90%,0.000258,3S18,45.7405203196735
FBti0062017,3L,5107867,5108459,3S18{}3956,593,6126,90.32%,100.00%,0,3S18,42.9398148148148
FBti0019523,X,322507,328633,3S18{}4,6127,6126,0.02%,99.95%,0,3S18,44.1422594142259
FBti0062368,2R,491167,491925,3S18{}4307,759,6126,88.25%,73.76%,0.18214,3S18,43.3647570703408
FBti0062480,X,22373629,22376437,3S18{}4419,2809,6126,54.22%,97.61%,0.015699,3S18,41.6389351081531
FBti0062881,X,19714279,19714380,3S18{}4820,102,6126,98.38%,84.85%,0.01053,3S18,37.4285714285714
FBti0063113,2R,1346283,1347888,3S18{}5052,1606,6126,74.48%,75.83%,0.256513,3S18,41.9140083217753
FBti0063624,3L,5104538,5107766,3S18{}5563,3229,6126,47.29%,100.00%,0,3S18,44.4912012241775
FBti0018869,2R,14463358,14469487,3S18{}853,6130,6126,0.07%,99.95%,0.000163,3S18,46.2910567105425
FBti0020132,3L,17510135,17517635,412{}1021,7501,7567,0.92%,99.83%,0.000133,412,35.8105263157895
FBti0020165,3L,19813441,19820946,412{}1054,7506,7567,0.94%,99.88%,0.0004,412,38.4283610351357
FBti0020179,3L,20583219,20583700,412{}1068,482,7567,93.64%,99.17%,0,412,41.7338709677419
FBti0020186,3L,21236900,21244405,412{}1075,7506,7567,0.96%,99.84%,0,412,36.8371212121212
FBti0019531,X,927440,935015,412{}12,7576,7567,0.15%,99.85%,0,412,38.1618798955614
FBti0019380,3R,10928275,10935472,412{}1365,7198,7567,5.31%,99.83%,0.000558,412,37.2186582581276
FBti0019383,3R,11426941,11434405,412{}1368,7465,7567,2.05%,99.87%,0.000269,412,37.2041420118343
FBti0019390,3R,13334998,13342488,412{}1375,7491,7567,1.14%,99.75%,0.000802,412,36.9125395152792
FBti0019440,3R,22966292,22973844,412{}1431,7553,7567,0.24%,99.84%,0.00053,412,36.9870184254606
FBti0019462,3R,26201316,26208883,412{}1459,7568,7567,0.07%,99.83%,0.000661,412,37.2073578595318
FBti0059637,2R,822636,824788,412{}1576,2153,7567,71.85%,81.92%,0.155039,412,35.2360308285164
FBti0019086,X,19030640,19037501,412{}165,6862,7567,9.47%,99.80%,0.000146,412,37.2686230248307
FBti0059922,3L,23482886,23482949,412{}1861,64,7567,99.17%,84.13%,0.14776,412,32.1532492725509
FBti0059923,3L,23580700,23581478,412{}1862,779,7567,90.50%,75.00%,0.006852,412,35.0611951043917
FBti0019521,X,189937,197508,412{}2,7572,7567,0.09%,99.82%,0.000528,412,36.1822171141991
FBti0019704,X,21512270,21519806,412{}232,7537,7567,2.87%,99.88%,0.000404,412,34.5322986577181
FBti0061034,3L,23673038,23673125,412{}2973,88,7567,98.84%,81.82%,0.07796,412,44.3911792905081
FBti0061035,3L,23674764,23675548,412{}2974,785,7567,90.42%,75.62%,0.001602,412,36.242816091954
FBti0061038,3L,23762156,23762809,412{}2977,654,7567,91.70%,77.46%,0.223428,412,41.8174962292609
FBti0061139,2R,1043862,1044120,412{}3078,259,7567,96.63%,78.04%,0.283376,412,35.9610274579274
FBti0061618,2R,4349365,4349607,412{}3557,243,7567,96.83%,87.50%,0.13131,412,39.5182872435326
FBti0019566,X,3880951,3888526,412{}47,7576,7567,1.82%,99.72%,0.001202,412,37.1070496083551
FBti0019524,X,445510,453014,412{}5,7505,7567,0.95%,99.85%,0.000801,412,37.3947811447811
FBti0064192,X,21046165,21046298,412{}6131,134,7567,98.23%,73.88%,0.28395,412,42.1274601686973
FBti0019582,X,5418929,5422734,412{}63,3806,7567,50.08%,99.60%,0.001852,412,37.037037037037
FBti0018871,2R,19801877,19809443,412{}880,7567,7567,0.00%,100.00%,0.000793,412,38.6496655518395
FBti0018872,2R,20034646,20042166,412{}881,7521,7567,1.16%,99.75%,0.000667,412,38.0147058823529
FBti0018873,2R,20064814,20072241,412{}882,7428,7567,1.97%,99.82%,0.001079,412,36.2932314873753
FBti0018874,2R,20535167,20542666,412{}884,7500,7567,0.91%,99.81%,0.000667,412,37.9553590229522
FBti0020013,3L,1047496,1055161,412{}902,7666,7567,1.34%,99.88%,0.000396,412,37.22710812209
FBti0020015,3L,1219647,1227237,412{}904,7591,7567,2.06%,99.92%,0.000133,412,38.1856100104275
FBti0020033,3L,21236965,21244404,412{}922,7440,7567,1.84%,99.84%,0,412,36.8114406779661
FBti0019614,X,10032303,10039743,412{}95,7441,7567,1.77%,99.78%,9.00E-06,412,36.5466101694915
FBti0020072,3L,9070082,9077584,412{}961,7503,7567,0.87%,99.88%,6.30E-05,412,37.1290254683225
FBti0020073,3L,9123708,9127416,412{}962,3709,7567,50.98%,99.84%,0,412,38.2796075683252
FBti0020082,3L,9526908,9534410,412{}971,7503,7567,0.92%,99.89%,0.000267,412,36.3502420543044
FBti0020094,3L,11557936,11565503,412{}983,7568,7567,0.07%,99.79%,0.000264,412,36.1659872478311
FBti0059862,2R,2143723,2143937,BS3{}1801,215,1790,87.99%,95.35%,0.038205,BS3,39.3405600722674
FBti0060022,2L,22187967,22188241,BS3{}1961,275,1790,84.70%,91.97%,0.06648,BS3,40.4489436619718
FBti0060450,3L,23673143,23673514,BS3{}2389,372,1790,79.22%,94.89%,0.0062,BS3,42.4472573839662
